Event Start Date,Event End Date,Name,English Name,Races,Competitors,City,Organizer,Secretary,Arbiter,Wind direction,Wind power,Post Content,File,Series,On the water of,Country,Added date,Source,Places,,,,,
2024-06-29,2024-06-29,Gdynia Sailing Days,,7,14,Gdynia,YK Stal Gdynia,,,,,,2024/country/poland/2024-06-29.gdynia-sailng-days.gdynia.POL.csv,Polish Cup,Zatoka Gdańska,POL,2024-07-01,,,,,,,
2024-06-29,2024-06-29,Sommer Regatta #1 Walchensee,Summer Regatta #1 Walchensee,1,15,Walchensee,Segelclub Walchensee e.V.,,,,,,2024/country/germany/2024-06-29.sommer-regatta-1.walchensee.GER.csv,,,GER,2024-07-01,,,,,,,
2024-07-05,2024-07-07,Alfons Håkans HangöRegattan,Alfons Håkans Hangö Regatta,6,5,Östra Hamnen,Hangö Segelförening rf.,,,,,,2024/country/finland/2024-07-07.alfons-hakans-hango.FIN.csv,,,FIN,2024-10-29,,,,,,,
2024-07-06,2024-07-07,Kitsilano Invitational Regatta,,7,3,"Vancouver, BC",Kitsilano Yacht Club,,,,,,2024/country/canada/2024-07-07.kits-invitational-regatta.vancouver.CAN.csv,,,CAN,2024-07-16,,,,,,,
2024-07-06,2024-07-07,Warnemünder Woche,Warnemünder Week,5,34,Warnemünde,Warnemünder Segel-Club e. V.,,,,,86. Warnemünder Woche,2024/country/germany/2024-07-07.warnemunder-woche.warnemunder.GER.csv,Euro Cup,,GER,2024-07-08,,,,,,,
2024-07-11,2024-07-13,Championnat de France,French Championship,7,35,Douarnenez,Société des Régates de Douarnenez,,,,,,2024/country/france/2024-07-13.french-championship.douarnenez.FRA.csv,National,,FRA,2024-07-15,,,,,,,
2024-07-13,2024-07-13,Newport Regatta,,5,11,"Newport, RI",Sail Newport,,,,,,2024/country/usa/2024-07-13.newport-regatta.newport-ri.USA.csv,,,USA,2024-07-16,,,,,,,
2024-07-26,2024-07-28,Columbia Gorge One-Design Regatta,,7,6,"Portland, OR",Columbia Gorge Racing Association,,,,,,2024/country/usa/2024-07-28.columbia-gorge-one-design-regatta.portland-or.USA.csv,,,USA,2024-08-02,,,,,,,
2024-08-02,2024-08-03,Pre-Worlds & Open Nordic Championship,,5,82,Varberg,Varbergs Segelsällskap,,,,,,2024/world/2024-08-02.pre-worlds.varberg.SWE.csv,"Pre-Worlds, National",,SWE,2024-08-05,,,,,,,
2024-08-05,2024-08-10,World Championship,,5,95,Varberg,Varbergs Segelsällskap,,,,,,2024/world/2024-08-10.world-championship.varberg.SWE.csv,World,,SWE,2024-08-15,,,,,,,
2024-08-10,2024-08-10,Eastern Canadian Championship,,4,18,"Kingston,ON",CORK,,,,,,2024/country/canada/2024-08-10.eastern-canadian-championship.kingstone-on.CAN.csv,,,CAN,2024-08-15,,,,,,,
2024-08-16,2024-08-18,Ustka Charlotta Sailing Days,,10,13,Ustka,"Dolina Charlotty, Ustka na Fali, ProSport",,,,,,2024/country/poland/2024-08-18.ustka-charlotta-sailing-days.ustka.POL.csv,Polish Cup,Baltic Sea,POL,2024-08-18,,,,,,,
2024-08-24,2024-08-25,Lake Sunapee Invitational,,3,9,"Sunapee, NH",,,,,,,2024/country/usa/2024-08-25.lake-sunapee-invitational.sunapee-nh.USA.csv,,,USA,2024-08-29,,,,,,,
2024-09-06,2024-09-08,Otwarte Mistrzostwa Polski,Euro Cup Round 4 & Open Polish Nationals 2024,10,17,Dziwnów,,,,,,,2024/country/poland/2024-09-08.open.polish-championship.dziwnow.POL.csv,"National,Polish Cup,Euro Cup",Baltic Sea,POL,2024-09-08,,,,,,,
2024-09-07,2024-09-08,EMK Syysregatta,,8,8,Syysregatta,Espoon Merenkävijät ry,,,,,,2024/country/finland/2024-09-08.emk.syysregatta.FIN.csv,,,FIN,2024-10-29,,,,,,,
2024-09-07,2024-09-08,FAntastic Nepean FAll REgatta (FANFARE),,7,17,Ottawa,Nepean Sailing Club,,,,,,2024/country/canada/2024-09-08.fantastic-nepean-fall-regatta.ottawa.CAN.csv,,,CAN,2024-09-19,,,,,,,
2024-09-14,2024-09-15,Pacific Coast Championship,,5,17,"Santa Cruz, CA",Santa Cruz Yacht Club,,,,,,2024/country/usa/2024-09-15.pacific-coast-championship.santa-cruz.USA.csv,,,USA,2024-09-17,,,,,,,
2024-09-14,2024-09-15,Stuart Sinclair,,9,17,"Port Townsend, WA",Penn Cove Yacht Club,,,,,10th Annual Stuart Sinclair,2024/country/usa/2024-09-15.stuart-sinclair.port-townsend-wa.USA.csv,,,USA,2024-09-20,,,,,,,
2024-09-14,2024-09-15,SWE 505 Cup 4,,6,22,Björlanda Kile,Björlanda Kile Segelsällskap,,,,,SWE CUP 4,2024/country/sweden/2024-09-15.4.bjorlanda-kile.SWE.csv,Swedish Cup,,SWE,2024-09-15,,,,,,,
2024-09-20,2024-09-22,East Coast Championship,,8,9,"Hampton, VA",Hampton Yacht Club,,,,,,2024/country/usa/2024-09-22.east-coast-championship.hampton.USA.csv,,,USA,2024-09-25,,,,,,,
2024-09-21,2024-09-23,South Africa Nationals,,9,10,Vaal Dam,Aeolians Sailing Club,,,,,,2024/country/south-africa/2024-09-23.nationals.vaal-dam.RSA.csv,National,,RSA,2024-09-23,,,,,,,
2024-09-26,2024-09-29,Internationale Deutsche Meisterschaft,Internatonal German Championship,7,26,Chiemsee,,,,,,,2024/country/germany/2024-09-29.internatonal-german-championship.chiemsee.GER.csv,National,,GER,2024-10-28,,,,,,,
2024-09-28,2024-09-29,Belgium Open Championship,,6,14,Froidchapelle,Sports Nautiques de l’Eau d’Heure,,,,,,2024/country/belgium/2024-09-29.belgium-open-championship.BEL.csv,National,,BEL,2025-05-01,,,,,,,
2024-10-05,2024-10-06,Carl Miller Regatta,,5,7,"Galesville, MD",West River Sailing Club,,,,,,2024/country/usa/2024-10-06.carl-miller-regatta.galesville-md.USA.csv,,,USA,2024-10-28,,,,,,,
2024-10-05,2024-10-06,Finał Pucharu Polski,Polish Cup Final,3,6,Morzyczyn,Polskie Stowarzyszenie Klasy 505 & Klub Zeglarski Jomitoka,,,,,,2024/country/poland/2024-10-06.polish-cup-final.morzyczyn.csv,Polish Cup,Jezioro Miedwie,POL,2024-10-06,,,,,,,
2024-10-05,2024-10-06,Ovington Multiclass Championship,,6,5,Portland,Weymouth & Portland National Sailing Academy,,,,,,2024/country/uk/2024-10-06.ovington-multiclass-championship.portland.GBR.csv,,,GBR,2024-10-28,,,,,,,
2024-10-12,2024-10-12,VästkustMästerskapet,West Coast Championships,4,8,Björlanda Kile,Björlanda Kile Segelsällskap,,,,,,2024/country/sweden/2024-10-12.west-coast-championships.bjorlanda-kile.SWE.csv,,,SWE,2024-10-15,,,,,,,
2024-10-26,2024-10-27,Qld state championships,,6,6,Sandgate,Sandgate Yacht Club,,,,,,2024/country/australia/2024-10-27.qld-state-championships.sandgate.AUS.csv,,,AUS,2024-10-27,,,,,,,
2024-10-26,2024-10-27,Sauna Cup,,5,14,Markkleeberg,Cospudener Yacht Club Markkleeberg e.V.,,,,,,2024/country/germany/2024-10-27.sauncacup.markkleeberg.GER.csv,,,GER,2025-05-01,,,,,,,
2024-11-30,2024-12-01,WA State Championship,,9,10,"Peppermint Grove, WA",Royal Freshwater Bay Yacht Club,,,,,,2024/country/australia/2024-12-01.western.australia.state.championship.peppermint-grove.AUS.csv,,,AUS,2024-12-02,,,,,,,
2024-12-30,2024-12-31,Pre-Worlds,,6,70,Adelaide,Adelaide Sailing Club,,,,,,2025/world/2024-12-31.pre-worlds.adelaide.AUS.csv,Pre-Worlds,,AUS,2025-01-02,,,,,,,
2025-01-02,2025-01-07,Australian National Championships,,9,46,Adelaide,Adelaide Sailing Club,,,,,,2025/country/australia/2025-01-06.australian-championship.adelaide.AUS.csv,National,,AUS,2025-01-07,,,,,,,
2025-01-02,2025-01-07,World Championship,,9,70,Adelaide,Adelaide Sailing Club,,,,,,2025/world/2025-01-07.world-championship.adelaide.AUS.csv,World,,AUS,2025-01-07,,,,,,,
2025-01-24,2025-01-26,Midwinter Championship,,6,13,"Clearwater, FL",Clearwater Community Sailing Center,,,,,,2025/country/usa/2025-01-24.midwinter-championship.clearwater.USA.csv,,,USA,2025-01-28,,,,,,,
2025-03-01,2025-03-02,E. E. Manning Regatta/CFJ Shadden Series,,5,7,"Long Beach, CA",Alamitos Bay Yacht Club,,,,,,2025/country/usa/2025-03-02.e-e-manning.long-beach-ca.USA.csv,,,USA,2025-03-05,,,,,,,
2025-03-14,2025-03-15,Spring Dinghy,,5,9,"Alameda, CA",Alameda Community Sailing Center,,,,,,2025/country/usa/2025-03-15.spring-dinghy-regatta.alameda.USA.csv,,,USA,2025-03-23,,,,,,,
2025-04-12,2025-04-13,Coupe Nationale des vrais bateaux,National Cup for real boats,8,17,Troyes,ASPTT Troyes Section Voile,,,,,,2025/country/france/2025-04-13.national-cup-for-real-boats.troyes.FRA.csv,,,FRA,2025-09-22,,,,,,,
2025-04-13,2025-04-14,Coupe des Vrais Bateaux,,3,15,Troyes,Asptt Troyes,Charriere Martine,Terrasson Jacques,,,,2025/country/france/2025-04-14.coupe-des-vrais-bateaux.troyes.FRA.csv,,,FRA,2025-04-17,,,,,,,
2025-04-18,2025-04-20,Saint Raphaël,,8,29,Saint Raphaël,Yacht Club de San Raphael,,,,,Euro Cup LEG 1,2025/country/france/2025-04-20.euro-cup-france.st-raphael.FRA.csv,Euro Cup,,FRA,2025-04-21,,,,,,,
2025-04-26,2025-04-27,Frühjahrswettfahrten,Spring races,4,17,Bad Zwischenahn,Zwischenahner Segelklub von 1893 e.V.,,,,,,2025/country/germany/2025-04-27.spring-races.bad-zwischenahn.GER.csv,,Zwischenahner Meer,GER,2025-04-28,,,,,,,
2025-04-26,2025-04-27,Spring Regatta,,8,13,"Santa Cruz, CA",Santa Cruz Yacht Club,,,,,,2025/country/usa/2025-04-27.spring-regatta.santa-cruz.USA.csv,,,USA,2025-04-29,,,,,,,
2025-04-26,2025-04-27,Zeller Volksbank Cup,,4,13,Radolfzell,Yacht Club Radolfzell e.V.,,,,,,2025/country/germany/2025-04-27.2025-04-27.zeller-volksbank-cup.radolfzell.GER.csv,,Untersee,GER,2025-04-28,,,,,,,
2025-04-30,2025-05-03,Grand Prix de Douarnenez,,4,15,Douarnenez,,,,,,Euro Cup LEG 1,2025/country/france/2025-05-03.grand-prix.douarnenez.FRA.csv,,,FRA,2025-07-15,,,,,,,
2025-05-03,2025-05-04,Wittensee Fight,,6,18,Wittensee,Wassersport-Club am Wittensee e.V.,,,,,,2025/country/germany/2025-05-04.wittensee-fight.wittensee.GER.csv,,,GER,2025-06-24,,,,,,,
2025-05-15,2025-05-18,Internationale Deutsche Meisterschaft & Open Danish Championship,Internatonal German Championship & Open Danish Championship,14,39,Glücksburg,Flensburger Segel-Club e.V. / Dansk Sejlunion / Deutscher Segler-Verband e.V. / Flensborg-Yacht-Club e.V.,,,,,,2025/country/germany/2025-05-18.internatonal-german-championship.and.danish.glucksburg.GER.csv,National,,GER,2025-05-31,,,,,,,
2025-05-17,2025-05-18,Elvstrom Zellerbach,,5,13,"San Francisco, CA",St. Francis Yacht Club,,,,,,2025/country/usa/2025-05-18.elvstrom-zellerbach.san-francisco.USA.csv,,,USA,2025-05-19,,,,,,,
2025-05-17,2025-05-18,Puchar Polskiego Związku Żeglarskiego cz. I,,5,14,Krynica Morska,,,,,,,2025/country/poland/2025-05-18.puchar-pzz.krynica-morska.csv,Polish Cup,Zalew Wiślany,POL,2025-05-18,,,,,,,
2025-05-17,2025-05-18,Saltsjöbadsregattan,The Salt Lake Bathing Regatta,7,10,Saltsjöbaden,Kungliga Svenska Segel Sällskapet,,,,,SWE CUP 1,2025/country/sweden/2025-05-18.salt-lake-bathing-regatta.saltsjobaden.SWE.csv,Swedish Cup,,SWE,2025-05-18,,,,,,,
2025-05-17,2025-05-18,West River Spring,,5,6,"Galesville, MD",West River Sailing Club,,,,,,2025/country/usa/2025-05-18.west-river-spring.galesville-md.USA.csv,,,USA,2025-05-19,,,,,,,
2025-05-24,2025-05-25,Open Regatta,,4,7,Hayling Island,Hayling Island Sailing Club,,,,,,2025/country/uk/2025-05-25.open-regatta.hayling-island.GBR.csv,,,GBR,2025-05-26,,,,,,,
2025-05-29,2025-05-31,Blue Garden Riva Cup,Riva Cup,8,40,Riva del Garda,Fraglia Vela Riva,,,,,Leg 2,2025/country/italy/2025-05-31.euro-cup.riva-del-garda.ITA.csv,Euro Cup,Lago di Garda,ITA,2025-06-01,,,,,,,
2025-06-07,2025-06-08,Wickford Regatta,,8,7,"North Kingstown, RI",Wickford Yacht Club,,,,,,2025/country/usa/2025-06-08.wickford-regatta.north-kingstown-ri.USA.csv,,Narragansett Bay,USA,2025-06-09,,,,,,,
2025-06-13,2025-06-15,Pacific Coast Championship,,11,20,"Bellingham, WA",Bellingham Yacht Club,,,,,,2025/country/usa/2025-06-15.pacific-coast-championship.bellingham.USA.csv,,,USA,2025-06-16,,,,,,,
2025-06-13,2025-06-15,Puck Sailing Days,,7,14,Puck,,,,,,Puck Sailing Days 4,2025/country/poland/2025-06-15.puck-sailing-says.puck.pol.csv,Polish Cup,Zatoka Pucka,POL,2025-06-16,,,,,,,
2025-06-14,2025-06-15,Alfons Håkans HangöRegattan,Alfons Håkans Hangö Regatta,6,3,Östra Hamnen,Hangö Segelförening rf.,,,,,,2025/country/finland/2025-06-15.alfons-hakans-hango.FIN.csv,,,FIN,2025-06-24,,,,,,,
2025-06-14,2025-06-15,South Africa Nationals,,9,6,Durban,Point Yacht Club,,,,,,2025/country/south-africa/2025-06-15.nationals.durban.RSA.csv,National,,RSA,2025-06-24,,,,,,,
2025-06-14,2025-06-15,SWE 505 Cup 2,,6,16,Getterön,Varbergs Segelsällskap,,,,,SWE CUP 2,2025/country/sweden/2025-06-15.2.getteron.SWE.csv,Swedish Cup,,SWE,2025-06-16,,,,,,,
2025-06-25,2025-06-27,Gdynia Sailing Days,,6,16,Gdynia,YK Stal Gdynia,,,,,,2025/country/poland/2025-06-27.gdynia-sailng-days.gdynia.POL.csv,Polish Cup,Zatoka Gdańska,POL,2025-06-28,,,,,,,
2025-06-26,2025-06-27,Columbia Gorge One-Design Regatta,,7,5,"Portland, OR",Columbia Gorge Racing Association,,,,,,2025/country/usa/2025-06-27.columbia-gorge-one-design-regatta.portland-or.USA.csv,,,USA,2025-06-28,,,,,,,
2025-06-26,2025-06-29,UK National Championship,,8,24,Weymouth,Weymouth & Portland National Sailing Academy,,,,,,2025/country/uk/2025-06-29.uk-national-championship.weymouth.GBR.csv,National,,GBR,2025-06-30,,,,,,,
2025-07-04,2025-07-13,Warnemünder Woche,Warnemünder Week,7,35,Warnemünde,Warnemünder Segel-Club e. V.,,,,,87. Warnemünder Woche,2025/country/germany/2025-07-06.warnemunder-woche.warnemunder.GER.csv,Euro Cup,,GER,2025-07-07,,,,,,,
2025-07-11,2025-07-14,Championnat de France,French Championship,6,33,Loctudy,Cercle Nautique de Loctudy,,,,,,2025/country/france/2025-07-14.french-championship.loctudy.FRA.csv,National,Baie de Loctudy,FRA,2025-07-15,,,,,,,
2025-07-12,2025-07-13,Newport Regatta,,7,8,"Newport, RI",Sail Newport,,,,,,2025/country/usa/2025-07-13.newport-regatta.newport-ri.USA.csv,,,USA,2025-07-16,,,,,,,
2025-08-08,2025-08-10,Svenskt Mästerskap,Swedish Championship,8,22,Råå,Råå Jolleklubb,,,,,SWE CUP 2,2025/country/sweden/2025-08-10.sweden-championship.raa.SWE.csv,"National, Euro Cup",Marstrandsfjorden,SWE,2025-08-11,,,,,,,
2025-08-08,2025-08-10,Ustka Charlotta Sailing Days,,7,10,Ustka,"Dolina Charlotty, Ustka na Fali, ProSport",,,,,,2025/country/poland/2025-08-10.ustka-charlotta-sailing-days.ustka.POL.csv,Polish Cup,Baltic Sea,POL,2025-08-11,,,,,,,
2025-08-10,2025-08-11,Eastern Canadians,,4,18,"Kingston,ON",Kingston Yacht Club,,,,,,2025/country/canada/2025-08-11.eastern-canadians.kingstone-on.CAN.csv,,,CAN,2025-08-25,,,,,,,
2025-08-15,2025-08-17,Canadian Championship,,,,"Kingston,ON",Kingston Yacht Club,,,,,,2025/country/canada/2025-08-17.canadian-championships.kingston-ontario.CAN.csv,National,,CAN,2025-08-22,,,,,,,
2025-08-20,2025-08-24,North American Championship,,12,36,"Kingston,ON",Kingston Yacht Club,,,,,,2025/continental/2025-08-24.north-american-championship.kingston-ontario.CAN.csv,"Continental,North America",,CAN,2025-08-25,,,,,,,
2025-08-30,2025-08-31,Näsijärven Purjehdusseura/Näsijärvi Segelsällskap,Nordic Championship & Finnish Championship,6,12,Tampere,Näsijärven Purjehdusseura – Näsijärvi Segelsällskap ry,,,,,,2025/country/finland/2025-08-31.finnish-championship.tampere.FIN.csv,National,,FIN,2025-09-01,,,,,,,
2025-09-06,2025-09-07,FAntastic Nepean FAll REgatta (FANFARE),,9,10,Ottawa,Nepean Sailing Club,,,,,,2025/country/canada/2025-09-07.fantastic-nepean-fall-regatta.ottawa.CAN.csv,,,CAN,2025-09-11,,,,,,,
2025-09-12,2025-09-14,Otwarte Mistrzostwa Polski,Open Polish Nationals,9,17,Puck,,,,,,,2025/country/poland/2025-09-12.open-polish-championship.puck.POL.csv,"National,Polish Cup",Baltic Sea,POL,2025-09-15,,,,,,,
2025-09-26,2025-09-27,Open Regatta including Fireball + 505,,3,14,Hayling Island,Hayling Island Sailing Club,,,,,,2025/country/uk/2025-09-27.open-regatta-fireball-505.hayling-island.GBR.csv,,,GBR,2025-09-28,,,,,,,
2025-09-19,2025-09-21,Fall One Design Regatta,,8,5,"Rye, NY",American Yacht Club,,,,,,2025/country/usa/2025-09-27.fall-one-design-regatta.rye.USA.csv,,,USA,2025-10-01,Craig Thompson,,,,,,
2025-09-26,2025-09-28,Skiff Regatta,,6,16,"Long Beach, CA",Alamitos Bay Yacht Club,,,,,,2025/country/usa/2025-09-28.skiff-regatta.long-beach-ca.USA.csv,,,USA,2025-10-01,Craig Thompson,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
1900-01-01,,exit,exit,,,,,,,,,,,,,,,,,,,,,
1973-01-01,1973-01-01,UK National Championship,,,,Largs,,,,,,,,National,,GBR,,,,,,,,
1973,,UK National Championship,,,,Largs,,,,,,,,,,,,,,,,,,
1974,,UK National Championship,,,,Felixstowe,,,,,,,,,,,,,,,,,,
1975-01-01,1975-01-01,UK National Championship,,,,Torquay,,,,,,,,National,,GBR,,,,,,,,
1975-01-31,1975-02-02,Ski Yachting,,,,Cannes,,,,,,,,,,FRA,,,,,,,,
1975-03-22,1975-03-23,Championnat Du Léman,Lake Geneva Championship,,,Morges,,,,,,,,,,SUI,,,,,,,,
1975-03-29,1975-03-31,Coupe Europeenne - Memorial Ford,,,,Bendor,,,,,,,,,,FRA,,,,,,,,
1975-03-29,1975-03-31,Regates Internationales,,,,La Baule,,,,,,,,,,FRA,,,,,,,,
1975-04-05,1975-04-06,Grand Prix De La 505 Classe – 1ère,,,,Troyes Troyes,,,,,,,,,,FRA,,,,,,,,
1975-04-05,1975-04-06,Western Championship En Angleterre,Western Championship In England,,,CNEW Valley,,,,,,,,,,GBR,,,,,,,,
1975-04-12,1975-04-13,Grand Prix De La 505 Classe – 2ème,,,,Troyes Troyes,,,,,,,,,,FRA,,,,,,,,
1975-04-26,1975-04-28,Championnat Regional Bretagne - 1ère Journée,,,,La Baule,,,,,,,,,,FRA,,,,,,,,
1975-05-01,1975-05-04,Championnat Regional Mediterranee,,,,Berre,,,,,,,,,,FRA,,,,,,,,
1975-05-03,1975-05-04,Championnat Regional Bretagne – 2ème Journée,,,,La Baule,,,,,,,,,,FRA,,,,,,,,
1975-05-03,1975-05-04,Championnat Regional Est,,,,Plobsheim,,,,,,,,,,FRA,,,,,,,,
1975-05-08,1975-05-11,Championnat Régional Ouvert Aux Étrangers,Regional Championship Open To Foreigners,,,Cherbourg,,,,,,,,,,FRA,,,,,,,,
1975-05-09,1975-05-11,Championnat Regional Manche Ouvert Aux Etrangers,,,,Cherbourg,,,,,,,,,,FRA,,,,,,,,
1975-05-17,1975-05-19,Coupe De Printemps En Hollande,Spring Cutting In Holland,,,Veere,,,,,,,,,,NED,,,,,,,,
1975-05-17,1975-05-19,Coupe De Printemps,,,,Veere,,,,,,,,,,FRA,,,,,,,,
1975-05-17,1975-05-19,Semaine Internationale,,,,La Rochelle,,,,,,,,,,FRA,,,,,,,,
1975-05-24,1975-05-25,Championnat Regional Atlantique - 1ère Journée,,,,La Rochelle,,,,,,,,,,FRA,,,,,,,,
1975-05-24,1975-05-26,Harold Helmet End Southern Championship,,,,Hastings,,,,,,,,,,GBR,,,,,,,,
1975-05-31,1975-06-01,Championnat Regional Atlantique – 2ème Journée,,,,La Rochelle,,,,,,,,,,FRA,,,,,,,,
1975-05-31,1975-06-01,Coupe Du Comte De Paris,,,,Dives,,,,,,,,,,FRA,,,,,,,,
1975-06-12,1975-06-18,Championnat D' Angleterre Open,English Open Championship,,,Torquay,,,,,,,,,,GBR,,,,,,,,
1975-06-14,1975-06-15,Memorial E. Larue,,,,Ouistreham,,,,,,,,,,FRA,,,,,,,,
1975-07-13,1975-07-20,Championnat De France,,,,La Baule,,,,,,,,,,FRA,,,,,,,,
1975-08-06,1975-08-09,Ski Yachting En Suisse,Ski Yachting In Switzerland,,,Saint-Moritz,,,,,,,,,,SUI,,,,,,,,
1975-08-10,1975-08-16,Championnat D' Europe,,,,Saint-Moritz,,,,,,,,,,SUI,,,,,,,,
1975-09-20,1975-09-21,Open En Angleterre,Open In England,,,Weston,,,,,,,,,,GBR,,,,,,,,
1975-11-01,1975-11-02,Memorial Tiriau,,,,Nantes,,,,,,,,,,FRA,,,,,,,,
1975-12-07,1975-12-07,10 Milles De Noël,,,,Lyon,,,,,,,,,,FRA,,,,,,,,
1975-12-07,1975-12-07,Coupe De Noël,,,,Ouistreham,,,,,,,,,,FRA,,,,,,,,
1975,,UK National Championship,,,,Torquay,,,,,,,,,,,,,,,,,,
1976-01-01,1976-01-01,UK National Championship,,,,Pevensey Bay,,,,,,,,National,,GBR,,,,,,,,
1976-11-01,1976-11-09,Pre-Worlds & Australian Pacific Championship,,,,"Toronto, New South Wales",,,,,,,,Pre-Worlds,Lake Macquarie,AUS,,,,,,,,
1976,,UK National Championship,,,,Pevensey Bay,,,,,,,,,,,,,,,,,,
1977,,UK National Championship,,,,Mounts Bay,,,,,,,,,,,,,,,,,,
1978,,UK National Championship,,,,Weymouth,,,,,,,,,,,,,,,,,,
1979,,UK National Championship,,,,Hayling Island,,,,,,,,,,,,,,,,,,
1980,,UK National Championship,,,,Plymouth,,,,,,,,,,,,,,,,,,
1981,,UK National Championship,,,,Torquay,,,,,,,,,,,,,,,,,,
1982,,UK National Championship,,,,Largs,,,,,,,,,,,,,,,,,,
1983,,UK National Championship,,,,Lyme Regis,,,,,,,,,,,,,,,,,,
1984,,UK National Championship,,,,Felixstowe,,,,,,,,,,,,,,,,,,
1985,,UK National Championship,,,,Weymouth,,,,,,,,,,,,,,,,,,
1986,,UK National Championship,,,,Abersoch,,,,,,,,,,,,,,,,,,
1987-01-10,,1987 Pacific Championship in Singapore,,,,,,,,,,,,,,,,,,,,,,
1987,,UK National Championship,,,,Prestwick,,,,,,,,,,,,,,,,,,
1988,,UK National Championship,,,,Hayling Island,,,,,,,,,,,,,,,,,,
1989,,UK National Championship,,,,Pevensey Bay,,,,,,,,,,,,,,,,,,
1990-01-01,1990-01-01,European Championship,,,72,Quiberon,,,,,,,,,,FRA,,,,,,,,
1990,,European Championship,,,72,Quiberon,,,,,,,,"Continental,Europe",,FRA,,,,,,,,
1990,,UK National Championship,,,,Mumbles,,,,,,,,,,,,,,,,,,
1991,,UK National Championship,,,,Mounts Bay,,,,,,,,,,,,,,,,,,
1992,,UK National Championship,,,,Lyme Regis,,,,,,,,,,,,,,,,,,
1993,,UK National Championship,,,,Abersoch,,,,,,,,,,,,,,,,,,
1994,,UK National Championship,,,,Prestwick,,,,,,,,,,,,,,,,,,
1995-01-01,1995-01-01,505 World Championship,,,,Mounts Bay (GBR),,,,,,,,,,,,,,,,,,
1995-01-01,1995-01-01,West Coast Midwinters,,,,,Alamitos Bay Yacht Club,,,,,,1995/country/usa/1995.west-coast-midwinters.alamitos-bay-yc.USA.csv,,,USA,,,,,,,,
1995–06-10,1995–06-11,Mid-Atlantic Regatta,,,12,"Galesville, MD",West River Sailing Club,,,,,,1995/country/usa/1995-06-11.mid-atlantic-regatta.galesville-md.USA.csv,,,USA,,,,,,,,
1995-08-22,1995-08-24,East Coast Championship,,,,"Galesville, MD",505 Fleet 19 & the West River Sailing Club,,,,,,,,,,,,,,,,,
1995,,UK National Championship,,,,Mounts Bay,,,,,,,,,,,,,,,,,,
1996-03-02,1996-03-03,Sailboat 96,,,,Alexandra Palace,,,,,,,,,,GBR,,,,,,,,
1996-03-22,1996-03-23,Open Meeting,,,,Bewl Valley,,,,,,,,,,GBR,,,,,,,,
1996-03-30,1996-03-31,Open Meeting,,,,Queen Mary,,,,,,,,,,GBR,,,,,,,,
1996-03-30,1996-03-31,Training,,,,Grafham,,,,,,,,,,GBR,,,,,,,,
1996-04-02,1996-04-09,Prewords and Australian National Championship,,,,Townsville,,,,,,,,,,AUS,,,,,,,,
1996-04-05,1996-04-07,Europa Cup,,,,Le Lavandou,,,,,,,,,,FRA,,,,,,,,
1996-04-11,1996-04-18,World Championship,,,,"Townsville, Queensland (AUS)",,,,,,,,,,,,,,,,,,
1996-04-12,1996-04-19,World Championship,,,,Townsville,,,,,,,,,,AUS,,,,,,,,
1996-04-27,1996-04-28,Open Meeting,,,,Burton,,,,,,,,,,GBR,,,,,,,,
1996-05-04,1996-05-05,Stokes Bay UK Training ,,,,,,,,,,,,,,,,,,,,,,
1996-05-06,1996-05-06,Stokes Bay UK 3 Forts Race ,,,,,,,,,,,,,,,,,,,,,,
